de	The name of the Latin script letter D/d.	/de/
esperen	to hope	/espeˈɾaɾ/
pantalones	trousers/ pants/ shorts	/pantaˈlon/
defensa	defense	/deˈfensa/
terminó	to (cause to) finish/ to (cause to) end/ to (cause to) terminate/…	/teɾmiˈnaɾ/
salido	to go out/ to leave/ to depart/ to head out	/saˈliɾ/
estupendo	stupendous	/estuˈpendo/
jane
presión	pressure	/pɾeˈsjon/
inmediatamente	immediately	/immeˌdjataˈmente/
testigo	witness (someone who sees something)	/tesˈtiɡo/
deberían	to owe	/deˈbeɾ/
olvidado	to forget	/olbiˈdaɾ/
soldados	soldier	/solˈdado/
resulta	to result/ to turn out/ to end up/ to prove	/resulˈtaɾ/
tommy
depende	to depend/ to be subject to	/depenˈdeɾ/
motivo	to motivate	/motiˈbaɾ/
inglés	English	/inˈɡles/
suya	his/ hers/ its	/ˈsuʝo/
estudio	to study	/estuˈdjaɾ/
acabar	to finish/ to end	/akaˈbaɾ/
sentimientos	feeling	/sentiˈmjento/
tomando	to take	/toˈmaɾ/
dieron	to give/ to give out	/ˈdaɾ/
parecen	to seem/ to see fit	/paɾeˈθeɾ/
llaves	key (to open doors)	/ˈʝabe/
perros	dog (the species Canis familiaris (sometimes designated Canis…	/ˈpero/
propósito	purpose	/pɾoˈposito/
noticia	notice	/noˈtiθja/
partir	to divide/ split	/paɾˈtiɾ/
vuestro	yours	/ˈbwestɾo/
metros	meter	/ˈmetɾo/
santa	holy/ godly	/ˈsanto/
quedarse	to be (as a result of something)/ to end up	/keˈdaɾ/
clientes	client	/ˈkljente/
podrá	to be able to/ can	/poˈdeɾ/
cuántas	how much/ how many	/ˈkwanto/
ridículo	ridiculous	/riˈdikulo/
damas	lady/ dame	/ˈdama/
estuviste	to be (have a temporary or permanent location in space)	/esˈtaɾ/
tranquila	calm/ peaceful/ tranquil/ quiet	/tɾanˈkilo/
operación	operation (a surgical procedure)	/opeɾaˈθjon/
come	inflection of comer:	/ˈkome/
empresa	company	/emˈpɾesa/
ayúdame	to help	/aʝuˈdaɾ/
laboratorio	laboratory	/laboɾaˈtoɾjo/
elección	election	/eleɡˈθjon/
menudo	what (a/an) (intensifier/ followed by a noun)	/meˈnudo/
beso	kiss	/ˈbeso/
copa	stemmed glass/ glass/ goblet or its content	/ˈkopa/
conversación	conversation	/kombeɾsaˈθjon/
brazos	arm	/ˈbɾaθo/
espíritu	spirit/ soul	/esˈpiɾitu/
dejas	to leave (to place)	/deˈxaɾ/
cansado	tired/ weary/ wearied	/kanˈsado/
interesa	to interest	/inteɾeˈsaɾ/
refieres	to report	/refeˈɾiɾ/
casado	to marry/ wed someone to (unite two others in wedlock)	/kaˈsaɾ/
enorme	enormous/ huge	/eˈnoɾme/
asuntos	matter/ issue/ business	/aˈsunto/
fe	obsolete form of hacer	/ˈfaɾ/
muestra	to show (have somebody see something)	/mosˈtɾaɾ/
trampa	trap/ snare	/ˈtɾampa/
ray
billy
memoria	memory (the ability of the brain to record information)	/meˈmoɾja/
johnny
contrario	contrary/ opposite	/konˈtɾaɾjo/
soldado	soldier	/solˈdado/
subir	to go up or come up	/suˈbiɾ/
turno	to take turns	/tuɾˈnaɾ/
encantaría	to charm/ to enchant	/enkanˈtaɾ/
preocupado	to worry/ to concern/ to trouble/ to be worrisome to/ to preoccupy	/pɾeokuˈpaɾ/
restaurante	restaurant	/restauˈɾante/
saliendo	to go out/ to leave/ to depart/ to head out	/saˈliɾ/
escrito	to write (to form letters/ words or symbols on a surface in order…	/eskɾiˈbiɾ/
cálmate	to calm/ to still (to limit and lessen in motion and disturbance)	/kalˈmaɾ/
bienvenida	welcome	/bjembeˈnido/
caer	to fall (to move to a lower position due to gravity)	/kaˈeɾ/
llevaré	to take somewhere (most of the time away from the speaker)	/ʝeˈbaɾ/
leche	milk	/ˈlet͡ʃe/
estrellas	star (celestial body)	/esˈtɾeʝa/
prefiero	to prefer	/pɾefeˈɾiɾ/
red	web/ mesh	/ˈred/
viejos	old (having existed for a long time)	/ˈbjexo/
solamente	only/ alone/ merely	/ˌsolaˈmente/
oiga	to hear	/oˈiɾ/
estén	to be (have a temporary or permanent location in space)	/esˈtaɾ/
cuentas	count/ tally	/ˈkwenta/
taxi	taxi	/ˈtaɡsi/
anillo	ring	/aˈniʝo/
richard	a male given name from English	/ˈrit͡ʃaɾd/
preguntar	to ask	/pɾeɡunˈtaɾ/
victoria	a female given name from Latin	/biɡˈtoɾja/
quiénes	who?/ whom?/ (with “de”) whose?	/ˈkjen/
héroe	hero	/ˈeɾoe/
pequeños	small/ little	/peˈkeɲo/
decidido	to decide/ to make up one's mind/ to determine/ to choose to	/deθiˈdiɾ/
películas	film (layer)	/peˈlikula/
responsable	responsible/ answerable	/responˈsable/
trago	gulp/ sip	/ˈtɾaɡo/
volverá	to return/ to revert/ to get back	/bolˈbeɾ/
árbol	tree (a perennial woody plant)	/ˈaɾbol/
ibas	to go (away from speaker and listener)	/ˈiɾ/
dientes	tooth	/ˈdjente/
encantado	to charm/ to enchant	/enkanˈtaɾ/
camión	lorry (UK)/ truck (US)	/kaˈmjon/
vender	to sell	/benˈdeɾ/
llame	to summon/ to call	/ʝaˈmaɾ/
detente	a painted or embroidered image of a saint carried over the heart…	/deˈtente/
luchar	to fight/ to battle/ to do battle	/luˈt͡ʃaɾ/
cabo	end/ edge/ extremity (furthest or terminal point of something)	/ˈkabo/
ruido	noise/ racket/ rattle/ clatter/ sound (various sounds/ usually…	/ˈrwido/
lucha	fight/ fighting/ fray	/ˈlut͡ʃa/
muere	to die	/moˈɾiɾ/
reloj	clock	/reˈlox/
gato	cat (unspecified gender)	/ˈɡato/
averiguar	to find out/ figure out/ work out/ determine	/abeɾiˈɡwaɾ/
volar	to fly/ to fly away	/boˈlaɾ/
vayamos	to go (away from speaker and listener)	/ˈiɾ/
tanta	so much/ as much/ that much	/ˈtanto/
vendrá	Senses relating to literal movement.	/beˈniɾ/
corriendo	to run/ to jog	/koˈreɾ/
yendo	to go (away from speaker and listener)	/ˈiɾ/
colegio	school	/koˈlexjo/
sonido	sound/ noise	/soˈnido/
caballero	horseman	/kabaˈʝeɾo/
pasada	past	/paˈsado/
código	code	/ˈkodiɡo/
hagamos	to do	/aˈθeɾ/
imagen	image	/iˈmaxen/
riesgo	chance/ risk/ the possibility of harm or an unfavorable outcome…	/ˈrjesɡo/
llegamos	to arrive/ get (to)	/ʝeˈɡaɾ/
alguno	some/ any	/alˈɡuno/
pan	initialism of w:es:Partido Acción Nacional (“National Action…	/ˈpan/
millón	million (10⁶)	/miˈʝon/
malas	bad (of bad quality)	/ˈmalo/
dama	lady/ dame	/ˈdama/
hielo	ice	/ˈʝelo/
coño	vulva/ vagina/ cunt/ pussy/ twat	/ˈkoɲo/
cayó	to fall (to move to a lower position due to gravity)	/kaˈeɾ/
prensa	press (print-based media)	/ˈpɾensa/
querer	to desire/ to want/ to want to	/keˈɾeɾ/
vengan	Senses relating to literal movement.	/beˈniɾ/
eddie
caminar	to walk	/kamiˈnaɾ/
televisión	television (an electronic communication medium that allows the…	/telebiˈsjon/
pasará	to pass/ to hand/ to slip	/paˈsaɾ/
momentos	moment/ instant	/moˈmento/
coger	to take/ catch/ hold/ to get/ to seize	/koˈxeɾ/
posibilidad	possibility	/posibiliˈdad/
hubiese	have/ forms the perfect aspect	/aˈbeɾ/
mark
asiento	seat	/aˈsjento/
tuviste	to have/ to possess	/teˈneɾ/
herido	to wound/ injure (cause physical injury and pain)	/eˈɾiɾ/
maría	a female given name from Hebrew/ equivalent to English Mary	/maˈɾia/
seguramente	surely/ certainly	/seˌɡuɾaˈmente/
proyecto	project/ plan	/pɾoˈʝeɡto/
pared	wall/ especially of a house or room	/paˈɾed/
sentí	to feel	/senˈtiɾ/
sospechoso	suspicious/ suspect/ fishy/ shady/ sketchy	/sospeˈt͡ʃoso/
naturaleza	nature	/natuɾaˈleθa/
ésa	neuter singular of este (“this”)	/ˈesto/
silla	chair	/ˈsiʝa/
perdió	to lose	/peɾˈdeɾ/
robert
policías	Civility/ polity/ public order/ police/ fineness/ neatness/ urbanity	/poliˈθia/
arreglar	to fix/ to repair/ to mend	/areˈɡlaɾ/
sentado	to seat	/senˈtaɾ/
papi	daddy	/ˈpapi/
ideas	idea	/iˈdea/
obtener	to obtain	/obteˈneɾ/
felices	happy/ merry (trait)	/feˈliθ/
señoría	dominion	/seɲoˈɾia/
cantidad	amount	/kantiˈdad/
bebe	to drink	/beˈbeɾ/
mírame	to look at (to try to see/ to pay attention to with one’s eyes)	/miˈɾaɾ/
chris
papa	pope (an honorary title of the Roman Catholic bishop of Rome)	/ˈpapa/
llorar	to cry/ to weep	/ʝoˈɾaɾ/
quedó	to be (as a result of something)/ to end up	/keˈdaɾ/
familiar	familial/ family	/famiˈljaɾ/
desastre	disaster/ catastrophe/ calamity	/deˈsastɾe/
locos	crazy/ insane/ mad/ nuts (asserting that something is out of place…	/ˈloko/
escuche	to listen to/ to hear out	/eskuˈt͡ʃaɾ/
quedarte	to be (as a result of something)/ to end up	/keˈdaɾ/
política	political	/poˈlitiko/
pedí	to ask for something	/peˈdiɾ/
sois	to be (essentially or identified as)	/ˈseɾ/
nosotras	we (masculine plural)	/noˈsotɾos/
will
enfermedad	illness/ disease	/enfeɾmeˈdad/
encontraron	to meet	/enkonˈtɾaɾ/
colega	colleague	/koˈleɡa/
príncipe	prince	/ˈpɾinθipe/
verde	green (color/colour)	/ˈbeɾde/
bajar	to go down/ come down	/baˈxaɾ/
nervioso	nerve	/neɾˈbjoso/
vengo	Senses relating to literal movement.	/beˈniɾ/
inspector	inspector	/inspeɡˈtoɾ/
sirve	to serve (to be a servant or worker/ to render service)	/seɾˈbiɾ/
puertas	door (portal of entry into a building)	/ˈpweɾta/
fuerzas	force	/ˈfweɾθa/
playa	beach	/ˈplaʝa/
cantar	to sing	/kanˈtaɾ/
déjeme	to leave (to place)	/deˈxaɾ/
velocidad	speed	/beloθiˈdad/
total	total/ complete/ outright	/toˈtal/
cabello	hair (mass of hairs)	/kaˈbeʝo/
suficientemente	sufficiently	/sufiˌθjenteˈmente/
huellas	footprint (impression of the foot in a soft substance)	/ˈw̝eʝa/
haberte	have/ forms the perfect aspect	/aˈbeɾ/
debí	to owe	/deˈbeɾ/
unidad	unit (object/ military/ or measure)	/uniˈdad/
estan	misspelling of están	/esˈtan/
cuchillo	knife	/kuˈt͡ʃiʝo/
t	The name of the Latin script letter T/t.	/te/
oigan	to hear	/oˈiɾ/
quienes	who	/ˈkjen/
gana	to gain	/ɡaˈnaɾ/
tonterías	something that is dumb	/tonteˈɾia/
emergencia	emergency	/emeɾˈxenθja/
perfecta	perfect	/peɾˈfeɡto/
hable	to talk/ to speak/ to communicate using words	/aˈblaɾ/
gustaba	translated as "to like"/ analyzable in structure as "to please"…	/ɡusˈtaɾ/
lugares	place	/luˈɡaɾ/
ryan
show	show/ spectacle	/ˈʃow/
robo	to rob	/roˈbaɾ/
permite	to allow/ permit	/peɾmiˈtiɾ/
parque	park	/ˈpaɾke/
roto	broken	/ˈroto/
serie	series (a number of things that follow one another)	/ˈseɾje/
puse	to put/ to put up/ to place/ to lay	/poˈneɾ/
nuevas	new	/ˈnwebo/
evidencia	evidence	/ebiˈdenθja/
conocerte	to know (a person or a place)/ to be familiar with/ to be…	/konoˈθeɾ/
estúpida	stupid	/esˈtupido/
preocupe	to worry/ to concern/ to trouble/ to be worrisome to/ to preoccupy	/pɾeokuˈpaɾ/
perdone	to pardon/ excuse/ forgive	/peɾdoˈnaɾ/
botella	bottle	/boˈteʝa/
viento	wind (movement of air)	/ˈbjento/
mando	to send	/manˈdaɾ/
extraña	strange/ unusual/ odd/ weird/ bizarre/ uncanny/ rare/ peculiar/…	/e(ɡ)sˈtɾaɲo/
historias	history (the aggregate of past events)	/isˈtoɾja/
aquella	alternative spelling of ése	/ˈese/
tenéis	to have/ to possess	/teˈneɾ/
solos	sole/ one/ only/ single (unique)	/ˈsolo/
apoyo	to lean/ to rest/ to lie or lay	/apoˈʝaɾ/
bala	bullet	/ˈbala/
verdadera	true/ real	/beɾdaˈdeɾo/
tiro	to drop intentionally	/tiˈɾaɾ/
época	epoch/ era/ age/ time/ day	/ˈepoka/
puente	bridge (construction spanning a waterway/ ravine/ or valley from…	/ˈpwente/
olvídalo	to forget	/olbiˈdaɾ/
distancia	distance	/disˈtanθja/
desea	to wish	/deseˈaɾ/
dejarlo	to leave (to place)	/deˈxaɾ/
pelear	to fight (to contend in physical conflict)	/peleˈaɾ/
pierna	leg (lower limb of a human)	/ˈpjeɾna/
echar	to throw/ toss/ cast/ jettison (to release an object from one's…	/eˈt͡ʃaɾ/
descanso	rest/ break	/desˈkanso/
américa	America/ the Americas (a supercontinent consisting of North…	/aˈmeɾika/
área	area (a particular geographic region)	/ˈaɾea/
orgulloso	proud	/oɾɡuˈʝoso/
datos	datum (a single piece of information)	/ˈdato/
espectáculo	show/ performance (play/ dance/ some act or series of acts of…	/espeɡˈtakulo/
sube	to go up or come up	/suˈbiɾ/
dejaste	to leave (to place)	/deˈxaɾ/
acabas	to finish/ to end	/akaˈbaɾ/
verá	to see/ to spot	/ˈbeɾ/
magia	magic	/ˈmaxja/
nacional	national/ nationwide (of or relating to a nation)	/naθjoˈnal/
universo	universe	/uniˈbeɾso/
llevaba	to take somewhere (most of the time away from the speaker)	/ʝeˈbaɾ/
necesitar	to need	/neθesiˈtaɾ/
nariz	nose (a protuberance on the face housing the nostrils/ which are…	/naˈɾiθ/
aquellos	alternative spelling of ése	/ˈese/
clases	lecture	/ˈklase/
jake
casas	house	/ˈkasa/
vergüenza	shame	/beɾˈɡwenθa/
estarán	to be (have a temporary or permanent location in space)	/esˈtaɾ/
monstruo	monster/ beast/ behemoth	/ˈmonstɾwo/
princesa	princess	/pɾinˈθesa/
autobús	bus/ coach	/autoˈbus/
cuidar	to look after/ take care of (e.g. a house/ a person)	/kwiˈdaɾ/
ei	initialism of Estado Islámico
huevos	egg	/ˈw̝ebo/
pocos	little/ not much	/ˈpoko/
podrás	to be able to/ can	/poˈdeɾ/
enferma	to make ill/ to sicken	/enfeɾˈmaɾ/
paseo	to stroll/ to saunter/ to promenade	/paseˈaɾ/
detalles	detail	/deˈtaʝe/
llamadas	to summon/ to call	/ʝaˈmaɾ/
belleza	beauty (the quality of being beautiful)	/beˈʝeθa/
francia	France (a country located primarily in Western Europe)	/ˈfɾanθja/
abierto	open/ unlocked (not closed/ accessible)	/aˈbjeɾto/
viviendo	to live/ to be alive	/biˈbiɾ/
envió	to send	/emˈbjaɾ/
puntos	point (specific spot/ location/ or place)	/ˈpunto/
ministro	minister	/miˈnistɾo/
conducir	to drive/ to conduct	/konduˈθiɾ/
aceptar	to accept/ to take up/ to take up on	/aθebˈtaɾ/
borracho	drunk/ inebriated	/boˈrat͡ʃo/
animal	animal	/aniˈmal/
caballos	horse	/kaˈbaʝo/
trajo	to bring (in the sense of transport)	/tɾaˈeɾ/
contrato	to contract/ to take on	/kontɾaˈtaɾ/
viernes	Friday	/ˈbjeɾnes/
bobby
martin
amy
bienvenidos	welcome	/bjembeˈnido/
ex	ex (ex-husband/ ex-wife or ex-partner)	/ˈeɡs/
hechos	to do	/aˈθeɾ/
sociedad	society/ social order	/soθjeˈdad/
tengan	to have/ to possess	/teˈneɾ/
quede	to be (as a result of something)/ to end up	/keˈdaɾ/
inglaterra	England (a constituent country of the United Kingdom)	/inɡlaˈtera/
carga	higher-up	/ˈkaɾɡo/
diste	to give/ to give out	/ˈdaɾ/
puto	fucking/ goddamn	/ˈputo/
lleve	to take somewhere (most of the time away from the speaker)	/ʝeˈbaɾ/
presente	present (appearing)	/pɾeˈsente/
conocía	to know (a person or a place)/ to be familiar with/ to be…	/konoˈθeɾ/
uso	use	/ˈuso/
dedos	finger	/ˈdedo/
oferta	offer (a proposal that has been made)	/oˈfeɾta/
sentía	to feel	/senˈtiɾ/
proteger	to protect/ to defend	/pɾoteˈxeɾ/
daniel	Daniel (biblical book and prophet)	/daˈnjel/
date	inflection of dar:	/ˈdate/
hiciera	to do	/aˈθeɾ/
hablé	to talk/ to speak/ to communicate using words	/aˈblaɾ/
recibir	to receive/ get	/reθiˈbiɾ/
agradezco	to thank	/aɡɾadeˈθeɾ/
robar	to rob	/roˈbaɾ/
enamorado	infatuated/ having a crush on/ feeling love or attraction for another	/enamoˈɾado/
sepas	to know/ to understand (a fact)	/saˈbeɾ/
oeste	west	/oˈeste/
herida	to wound/ injure (cause physical injury and pain)	/eˈɾiɾ/
despacio	slowly	/desˈpaθjo/
ayude	to help	/aʝuˈdaɾ/
supe	to know/ to understand (a fact)	/saˈbeɾ/
directamente	directly/ firsthand	/diˌɾeɡtaˈmente/
inmediato	immediate	/immeˈdjato/
profesional	professional	/pɾofesjoˈnal/
oscuro	dark (lacking light)	/osˈkuɾo/
mercado	market	/meɾˈkado/
cerdo	dirty	/ˈθeɾdo/
tardes	late	/ˈtaɾde/
líder	leader (of a group of people/ a sports team etc.)	/ˈlideɾ/
grave	serious/ grave	/ˈɡɾabe/
llegué	to arrive/ get (to)	/ʝeˈɡaɾ/
jurado	to swear/ to take an oath	/xuˈɾaɾ/
casos	case (situation or fact)	/ˈkaso/
acuerdas	to agree	/akoɾˈdaɾ/
ahi	misspelling of ahí
desaparecido	to disappear/ to go missing/ to vanish/ to be gone	/desapaɾeˈθeɾ/
debió	to owe	/deˈbeɾ/
hubieras	have/ forms the perfect aspect	/aˈbeɾ/
últimamente	recently/ lately	/ˌultimaˈmente/
piedra	stone (hard earthen substance that can form large rocks)	/ˈpjedɾa/
éramos	to be (essentially or identified as)	/ˈseɾ/
habló	to talk/ to speak/ to communicate using words	/aˈblaɾ/
charles	to chat/ to chatter/ to chitchat	/t͡ʃaɾˈlaɾ/
paga	to pay	/paˈɡaɾ/
secretos	secret	/seˈkɾeto/
digamos	to say/ to tell	/deˈθiɾ/
intención	intention	/intenˈθjon/
humor	mood (a mental or emotional state)	/uˈmoɾ/
dura	hard (not soft)	/ˈduɾo/
dará	to give/ to give out	/ˈdaɾ/
seguros	secure/ safe (free from danger)	/seˈɡuɾo/
leo	Leo	/ˈleo/
adam	archaic form of Adán (“biblical figure”)	/aˈdam/
and
ángeles	angel (an incorporeal and sometimes divine messenger from a deity)	/ˈanxel/
querría	to desire/ to want/ to want to	/keˈɾeɾ/
cerrar	to close/ to shut	/θeˈraɾ/
conseguido	to achieve/ succeed in/ reach/ accomplish/ attain	/konseˈɡiɾ/
peso	weight (the force on an object due to gravitational attraction)	/ˈpeso/
víctimas	victim	/ˈbiɡtima/
asesinado	to murder	/asesiˈnaɾ/
humana	human	/uˈmano/
directo	direct/ straightforward	/diˈɾeɡto/
central	central	/θenˈtɾal/
termina	to (cause to) finish/ to (cause to) end/ to (cause to) terminate/…	/teɾmiˈnaɾ/
compañeros	companion (someone with whom one spends time or keeps company)	/kompaˈɲeɾo/
escuchado	to listen to/ to hear out	/eskuˈt͡ʃaɾ/
contento	content	/konˈtento/
llevan	to take somewhere (most of the time away from the speaker)	/ʝeˈbaɾ/
podré	to be able to/ can	/poˈdeɾ/
oscuridad	darkness	/oskuɾiˈdad/
actuar	to act/ to behave	/aɡˈtwaɾ/
siga	to follow	/seˈɡiɾ/
llevado	to take somewhere (most of the time away from the speaker)	/ʝeˈbaɾ/
comenzó	to begin/ to commence	/komenˈθaɾ/
regresa	to return/ go back/ come back	/reɡɾeˈsaɾ/
privado	to deprive	/pɾiˈbaɾ/
mirada	to look at (to try to see/ to pay attention to with one’s eyes)	/miˈɾaɾ/
demonio	demon/ devil	/deˈmonjo/
abierta	open/ unlocked (not closed/ accessible)	/aˈbjeɾto/
kevin	a male given name from English/ equivalent to English Kevin	/ˈkebin/
m	The thirteenth letter of the Spanish alphabet/ written in the…	/m/
llámame	to summon/ to call	/ʝaˈmaɾ/
siguen	to follow	/seˈɡiɾ/
romper	to break	/romˈpeɾ/
cambia	to change/ to shift/ to switch/ to alter	/kamˈbjaɾ/
fiscal	fiscal	/fisˈkal/
jardín	garden	/xaɾˈdin/
natural	natural (of or relating to nature)	/natuˈɾal/
gratis	free/ without charge	/ˈɡɾatis/
cuesta	to cost	/kosˈtaɾ/
amenaza	threat/ menace/ an indication of danger	/ameˈnaθa/
pon	to put/ to put up/ to place/ to lay	/poˈneɾ/
marca	to mark/ to set	/maɾˈkaɾ/
comenzar	to begin/ to commence	/komenˈθaɾ/
ponte	to put/ to put up/ to place/ to lay	/poˈneɾ/
medicina	medicine	/mediˈθina/
podremos	to be able to/ can	/poˈdeɾ/
tomé	to take	/toˈmaɾ/
preciosa	precious	/pɾeˈθjoso/
sexual	sexual (pertaining to the sex of an organism)	/seɡˈswal/
acceso	to access something (e.g. the Internet)	/aɡθeˈsaɾ/
necesidad	need	/neθesiˈdad/
dueño	owner/ proprietor/ landlord	/ˈdweɲo/
merece	to deserve	/meɾeˈθeɾ/
rayos	beam/ ray (wave of energy)	/ˈraʝo/
d	of/ 's/ used after the thing owned and before the owner	/de/
mintiendo	to lie (say something untrue)	/menˈtiɾ/
tantas	so much/ as much/ that much	/ˈtanto/
imagino	to imagine	/imaxiˈnaɾ/
fantasma	ghost/ phantom/ wraith	/fanˈtasma/
creerlo	to believe	/kɾeˈeɾ/
llamé	to summon/ to call	/ʝaˈmaɾ/
ponga	to put/ to put up/ to place/ to lay	/poˈneɾ/
brian	a male given name from Irish	/ˈbɾajan/
dé	to give/ to give out	/ˈdaɾ/
pollo	chicken (meat)	/ˈpoʝo/
varios	various	/ˈbaɾjo/
efecto	effect	/eˈfeɡto/
felicidad	happiness	/feliθiˈdad/
espada	sword (a long bladed weapon with a grip and typically a pommel and…	/esˈpada/
relaciones	relation	/relaˈθjon/
entró	to enter/ to come in/ to get in/ to go in/ to get inside/ to come…	/enˈtɾaɾ/
resultado	result/ outcome/ finding/ upshot	/resulˈtado/
sombrero	hat	/somˈbɾeɾo/
menor	comparative degree of pequeño: smaller	/meˈnoɾ/
recibido	to receive/ get	/reθiˈbiɾ/
negra	a black person/ a person of black African descent	/ˈneɡɾo/
to	all/ every	/ˈtodo/
habido	have/ forms the perfect aspect	/aˈbeɾ/
limpio	clean	/ˈlimpjo/
china	China (a country in eastern Asia)	/ˈt͡ʃina/
juegos	play	/ˈxweɡo/
correo	mail	/koˈreo/
confía	to reassure	/konˈfjaɾ/
video	video	/biˈdeo/
perfectamente	perfectly	/peɾˌfeɡtaˈmente/
harán	to do	/aˈθeɾ/
teatro	theater (a place or building/ consisting of a stage and seating/…	/teˈatɾo/
dormido	to sleep	/doɾˈmiɾ/
local	local	/loˈkal/
quedado	to be (as a result of something)/ to end up	/keˈdaɾ/
lástima	pity	/ˈlastima/
calles	street	/ˈkaʝe/
créeme	to create	/kɾeˈaɾ/
responsabilidad	responsibility/ responsibleness	/responsabiliˈdad/
búsqueda	search	/ˈbuskeda/
dedo	finger	/ˈdedo/
tonta	stupid	/ˈtonto/
recuerdos	memory (a specific thing that is remembered)	/reˈkweɾdo/
razones	reason	/raˈθon/
escuchando	to listen to/ to hear out	/eskuˈt͡ʃaɾ/
eric
elegir	to choose	/eleˈxiɾ/
amas	to love/ have great affection for/ care about	/aˈmaɾ/
huele	to smell (perceive by scent)	/oˈleɾ/
almuerzo	to eat lunch	/almoɾˈθaɾ/
cien	one hundred (100)	/ˈθjen/
adn	initialism of ácido desoxirribonucleico DNA (deoxyribonucleic acid)	/ˌa ˌde ˈene/
tantos	so much/ as much/ that much	/ˈtanto/
pago	pay/ payment	/ˈpaɡo/
normalmente	normally/ usually/ most of the time/ customarily	/noɾˌmalˈmente/
mr
pastel	pastry	/pasˈtel/
bastardo	bastard	/basˈtaɾdo/
cinta	ribbon/ worn by girls in the hair	/ˈθinta/
pasé	to pass/ to hand/ to slip	/paˈsaɾ/
dígame	to say/ to tell	/deˈθiɾ/
anna
costa	coast/ coastline	/ˈkosta/
levántate	to lift	/lebanˈtaɾ/
llamando	to summon/ to call	/ʝaˈmaɾ/
cerrado	to close/ to shut	/θeˈraɾ/
interés	interest (a fraction of the amount of what was borrowed)	/inteˈɾes/
enfermera	female equivalent of enfermero (“nurse”)	/enfeɾˈmeɾa/
comienzo	beginning	/koˈmjenθo/
olvidé	to forget	/olbiˈdaɾ/
fuese	to go (away from speaker and listener)	/ˈiɾ/
militar	military	/miliˈtaɾ/
polvo	dust (fine/ dry particles of matter found in the air and covering…	/ˈpolbo/
bella	beautiful/ fair	/ˈbeʝo/
quedo	to be (as a result of something)/ to end up	/keˈdaɾ/
kate
encontraste	to meet	/enkonˈtɾaɾ/
voluntad	will/ wish/ want/ desire	/bolunˈtad/
varias	various	/ˈbaɾjo/
teoría	theory	/teoˈɾia/
roja	red (colour)	/ˈroxo/
cuento	to count/ to tally	/konˈtaɾ/
escenario	scenario	/esθeˈnaɾjo/
diario	daily	/ˈdjaɾjo/
propiedad	propriety (fact of possessing something)/ proprietary	/pɾopjeˈdad/
agujero	hole (hollow place or cavity)	/aɡuˈxeɾo/
aspecto	aspect	/asˈpeɡto/
campamento	camping (recreational activity)	/kampaˈmento/
descansar	to rest/ relax (be in a state of rest or inactivity)	/deskanˈsaɾ/
matarme	to kill/ slay	/maˈtaɾ/
metido	to put in/ insert	/meˈteɾ/
quiso	to desire/ to want/ to want to	/keˈɾeɾ/
ángel	angel (an incorporeal and sometimes divine messenger from a deity)	/ˈanxel/
enviar	to send	/emˈbjaɾ/
impresionante	impressive	/impɾesjoˈnante/
proceso	process	/pɾoˈθeso/
intentado	to try/ to attempt/ especially: to strain or put forth effort in…	/intenˈtaɾ/
mio	misspelling of mío	/ˈmjo/
fuente	spring (water)/ fountain	/ˈfwente/
alcalde	mayor (the leader of a city or a municipality)	/alˈkalde/
ocurrido	to happen/ to occur	/okuˈriɾ/
malos	bad (of bad quality)	/ˈmalo/
carretera	road/ highway	/kareˈteɾa/
desapareció	to disappear/ to go missing/ to vanish/ to be gone	/desapaɾeˈθeɾ/
desayuno	breakfast	/desaˈʝuno/
débil	weak	/ˈdebil/
roma	blunt/ dull	/ˈromo/
sabido	to know/ to understand (a fact)	/saˈbeɾ/
comienza	to begin/ to commence	/komenˈθaɾ/
tambien	misspelling of también	/tamˈbjen/
intentarlo	to try/ to attempt/ especially: to strain or put forth effort in…	/intenˈtaɾ/
miembro	member (one who belongs to a group)	/ˈmjembɾo/
perdiendo	to lose	/peɾˈdeɾ/
hayan	have/ forms the perfect aspect	/aˈbeɾ/
fueras	to go (away from speaker and listener)	/ˈiɾ/
resultados	result/ outcome/ finding/ upshot	/resulˈtado/
jerry
mata	to kill/ slay	/maˈtaɾ/
sr	alternative form of Sr.
valiente	brave/ courageous/ fearless	/baˈljente/
deber	to owe	/deˈbeɾ/
pecho	thorax	/ˈpet͡ʃo/
gustó	translated as "to like"/ analyzable in structure as "to please"…	/ɡusˈtaɾ/
oyes	to hear	/oˈiɾ/
thomas
periódico	periodic	/peˈɾjodiko/
mami	mommy	/ˈmami/
piensan	to think/ ponder	/penˈsaɾ/
washington	Washington/ Washington State (a state in the Pacific Northwest…	/ˈwaʃinton/
tv	TV	/teˈbe/
cansada	tired/ weary/ wearied	/kanˈsado/
limpiar	to clean	/limˈpjaɾ/
crear	to create	/kɾeˈaɾ/
explicar	to explain	/eɡspliˈkaɾ/
robado	to rob	/roˈbaɾ/
resolver	to resolve/ sort out/ settle/ address/ tackle/ overcome/ iron out	/resolˈbeɾ/
maté	to kill/ slay	/maˈtaɾ/
guapo	arrowroot	/ˈɡwapo/
continuar	to continue/ to carry on	/kontiˈnwaɾ/
sheriff	sheriff (all senses)	/ˈʃeɾif/
funcionar	to work/ to function	/funθjoˈnaɾ/
extra	additional/ extra	/ˈeɡstɾa/
