you	The pronoun of the second person/ in the nominative/ dative/ and…	/jˈu/
county	1. An earldom/ the domain of a count or earl. [Obs.] 2. A circuit…	/kˈaʊnti/
stairs	1. One step of a series for ascending or descending to a different…	/stˈɛrz/
campaign	1. An open field/ a large/ open plain without considerable hills.…	/kæmpˈeɪn/
vision	1. The act of seeing external objects/ actual sight. Faith here is…	/vˈɪʒən/
reporter	One who reports. Specifically: (a) An officer or person who makees…	/rɪpˈɔrtɚ/
equipment	1. The act of equipping/ or the state of being equipped/ as for a…	/ɪkwˈɪpmənt/
moments	1. A minute portion of time/ a point of time/ an instant/ as/ at…	/mˈoʊmənts/
joey		/dʒˈoʊi/
mass	1. (R. C. Ch.) The sacrifice in the sacrament of the Eucharist/ or…	/mˈæs/
alien	1. Not belonging to the same country/ land/ or government/ or to…	/ˈeɪliən/
trapped		/trˈæpt/
helps	1. To furnish with strength or means for the successful…	/hˈɛlps/
route	The course or way which is traveled or passed/ or is to be passed/…	/rˈut/
defend	1. To ward or fend off/ to drive back or away/ to repel. [A…	/dɪfˈɛnd/
trace	One of two straps/ chains/ or ropes of a harness/ extending from…	/trˈeɪs/
nasty	1. Offensively filthy/ very dirty/ foul/ or defiled/ disgusting/…	/nˈæsti/
tests	1. (Metal.) A cupel or cupelling hearth in which precious metals…	/tˈɛsts/
magazine	1. A receptacle in which anything is stored/ especially military…	/mˈæɡəzˌin/
rocks	See Roc.	/rˈɑks/
dump	A thick/ ill-shapen piece/ a clumsy leaden counter used by boys in…	/dˈʌmp/
rude	1. Characterized by roughness/ umpolished/ raw/ lacking delicacy…	/rˈud/
searching	Exploring thoroughly/ scrutinizing/ penetrating/ trying/ as/ a…	/sˈɝtʃɪŋ/
clue	1. A ball of thread/ yarn/ or cord/ also/ The thread itself.…	/klˈu/
connected	1. To join/ or fasten together/ as by something intervening/ to…	/kənˈɛktɪd/
amen	An expression used at the end of prayers/ and meaning/ So be it.…	/eɪmˈɛn/
pushed	A pustule/ a pimple. [Obs. or Prov. Eng.] Bacon.	/pˈʊʃt/
merry	1. Laughingly gay/ overflowing with good humor and good spirits/…	/mˈɛri/
zone	1. A girdle/ a cincture. [Poetic] An embroidered zone surrounds…	/zˈoʊn/
senior	1. More advanced than another in age/ prior in age/ elder/ hence/…	/sˈinjɚ/
closing	1. To stop/ or fill up/ as an opening/ to shut/ as/ to close the…	/klˈoʊzɪŋ/
freeze	A frieze. [Obs.]	/frˈiz/
emperor	The sovereign or supreme monarch of an empire/ -- a title of…	/ˈɛmpɚɚ/
incident	1. Falling or striking upon/ as a ray of light upon a reflecting…	/ˈɪnsədənt/
snake	Any species of the order Ophidia/ an ophidian/ a serpent/ whether…	/snˈeɪk/
mexico		/mˈɛksəkˌoʊ/
lily	1. (Bot.) A plant and flower of the genus Lilium/ endogenous…	/lˈɪli/
actor	1. One who acts/ or takes part in any affair/ a doer. 2. A…	/ˈæktɚ/
newspaper	A sheet of paper printed and distributed/ at stated intervals/ for…	/nˈuzpˌeɪpɚ/
sentence	1. Sense/ meaning/ significance. [Obs.] Tales of best sentence and…	/sˈɛntəns/
greg		/ɡrˈɛɡ/
leading	Guiding/ directing/ controlling/ foremost/ as/ a leading motive/ a…	/lˈidɪŋ/
friendly	1. Having the temper and disposition of a friend/ disposed to…	/frˈɛndli/
jones		/dʒˈoʊnz/
chosen	Selected from a number/ picked out/ choice. Seven hundred chosen…	/tʃˈoʊzən/
engaged	1. Occupied/ employed/ busy. 2. Pledged/ promised/ especially/…	/ɛnɡˈeɪdʒd/
julia		/dʒˈuljə/
charming	Pleasing the mind or senses in a high degree/ delighting/…	/tʃˈɑrmɪŋ/
mustn
anger	1. Trouble/ vexation/ also/ physical pain or smart of a sore/ etc.…	/ˈæŋɡɚ/
spending	The act of expending/ expenditure. Spending money/ money set apart…	/spˈɛndɪŋ/
learning	1. The acquisition of knowledge or skill/ as/ the learning of…	/lˈɝnɪŋ/
spy	To gain sight of/ to discover at a distance/ or in a state of…	/spˈaɪ/
sharp	1. Having a very thin edge or fine point/ of a nature to cut or…	/ʃˈɑrp/
shadow	1. Shade within defined limits/ obscurity or deprivation of light/…	/ʃˈædˌoʊ/
warrant	1. That which warrants or authorizes/ a commission giving…	/wˈɔrənt/
elevator	One who/ or that which/ raises or lifts up anything/ as: (a) A…	/ˈɛləvˌeɪtɚ/
kingdom	1. The rank/ quality/ state/ or attributes of a king/ royal…	/kˈɪŋdəm/
ricky		/rˈɪkˌi/
jamie		/dʒˈeɪmi/
squad	1. (Mil.) A small party of men assembled for drill/ inspection/ or…	/skwˈɑd/
shoulder	1. (Anat.) The joint/ or the region of the joint/ by which the…	/ʃˈoʊldɚ/
wave	See Wave. Sir H. Wotton. Burke.	/wˈeɪv/
amanda		/əmˈændə/
highness	1. The state of being high/ elevation/ loftiness. 2. A title of…	/hˈaɪnəs/
kinds	1. Characteristic of the species/ belonging to one's nature/…	/kˈaɪndz/
fishing	1. The act/ practice/ or art of one who fishes. 2. A fishery. Spenser.	/fˈɪʃɪŋ/
sometime	1. At a past time indefinitely referred to/ once/ formerly. Did…	/sˈʌmtˌaɪm/
attitude	1. (Paint. & Sculp.) The posture/ action/ or disposition of a…	/ˈætətˌud/
sucks	1. To draw/ as a liquid/ by the action of the mouth and tongue/…	/sˈʌks/
negative	1. Denying/ implying/ containing/ or asserting denial/ negation or…	/nˈɛɡətɪv/
screen	1. Anything that separates or cuts off inconvience/ injury/ or…	/skrˈin/
workers	1. One who/ or that which/ works/ a laborer/ a performer/ as/ a…	/wˈɝkɚz/
bored	1. To perforate or penetrate/ as a solid body/ by turning an…	/bˈɔrd/
cameras	A chamber/ or instrument having a chamber. Specifically: The…	/kˈæmɚəz/
similar	1. Exactly corresponding/ resembling in all respects/ precisely…	/sˈɪməlɚ/
understanding	Knowing/ intelligent/ skillful/ as/ he is an understanding man.	/ˌʌndɚstˈændɪŋ/
beeps		/bˈips/
chain	1. A series of links or rings/ usually of metal/ connected/ or…	/tʃˈeɪn/
bull	1. (Zoöl.) The male of any species of cattle (Bovidæ)/ hence/ the…	/bˈʊl/
gasping	1. To open the mouth wide in catching the breath/ or in laborious…	/ɡˈæspɪŋ/
fully	In a full manner or degree/ completely/ entirely/ without lack or…	/fˈʊli/
robin	(a) A small European singing bird (Erythacus rubecula)/ having a…	/rˈɑbən/
collect	1. To gather into one body or place/ to assemble or bring…	/kəlˈɛkt/
gorgeous	Imposing through splendid or various colors/ showy/ fine/…	/ɡˈɔrdʒəs/
morgan	One of a celebrated breed of American trotting horses/ -- so…	/mˈɔrɡən/
passion	1. A suffering or enduring of imposed or inflicted pain/ any…	/pˈæʃən/
writer	1. One who writes/ or has written/ a scribe/ a clerk. They [came]…	/rˈaɪtɚ/
empire	1. Supreme power/ sovereignty/ sway/ dominion. "The empire of the…	/ˈɛmpaɪɚ/
international	1. Between or among nations/ pertaining to the intercourse of…	/ˌɪntɚnˈæʃənəl/
curse	1. To call upon divine or supernatural power to send injury upon/…	/kˈɝs/
hire	See Here/ pron. Chaucer.	/hˈaɪɚ/
bastards	1. A "natural" child/ a child begotten and born out of wedlock/ an…	/bˈæstɚdz/
puts	A pit. [Obs.] Chaucer.	/pˈʊts/
leads	1. (Chem.) One of the elements/ a heavy/ pliable/ inelastic metal/…	/lˈidz/
id	A small fresh-water cyprinoid fish (Leuciscus idus or Idus idus)…	/ˈɪd/
blows	To flower/ to blossom/ to bloom. How blows the citron grove. Milton.	/blˈoʊz/
sons	1. A male child/ the male issue/ or offspring/ of a parent/ father…	/sˈʌnz/
estate	1. Settled condition or form of existence/ state/ condition or…	/ɪstˈeɪt/
customers	1. One who collect customs/ a toll gatherer. [Obs.] The customers…	/kˈʌstəmɚz/
maggie		/mˈæɡˌi/
gunshot	1. Act of firing a gun/ a shot. 2. The distance to which shot can…	/ɡˈʌnʃˌɑt/
device	1. That which is devised/ or formed by design/ a contrivance/ an…	/dɪvˈaɪs/
troops	1. A collection of people/ a company/ a number/ a multitude. That…	/trˈups/
hug	1. To cower/ to crouch/ to curl up. [Obs.] Palsgrave. 2. To crowd…	/hˈʌɡ/
design	1. To draw preliminary outline or main features of/ to sketch for…	/dɪzˈaɪn/
movement	1. The act of moving/ change of place or posture/ transference/ by…	/mˈuvmənt/
thunder	1. The sound which follows a flash of lightning/ the report of a…	/θˈʌndɚ/
object	1. To set before or against/ to bring into opposition/ to oppose.…	/ˈɑbdʒɛkt/
loser	One who loses. South.	/lˈuzɚ/
pen	1. A feather. [Obs.] Spenser. 2. A wing. [Obs.] Milton. 3. An…	/pˈɛn/
sobbing	A series of short/ convulsive inspirations/ the glottis being…	/sˈɑbɪŋ/
politics	1. The science of government/ that part of ethics which has to do…	/pˈɑlətˌɪks/
despite	1. Malice/ malignity/ spite/ malicious anger/ contemptuous hate.…	/dɪspˈaɪt/
alcohol	1. An impalpable powder. [Obs.] 2. The fluid essence or pure…	/ˈælkəhˌɑl/
climb	1. To ascend or mount laboriously/ esp. by use of the hands and…	/klˈaɪm/
clients	1. (Rom. Antiq.) A citizen who put himself under the protection of…	/klˈaɪənts/
conference	1. The act of comparing two or more things together/ comparison.…	/kˈɑnfɚəns/
provide	1. To look out for in advance/ to procure beforehand/ to get/…	/prəvˈaɪd/
marty		/mˈɑrti/
seek	Sick. [Obs.] Chaucer.	/sˈik/
witnesses	1. Attestation of a fact or an event/ testimony. May we with . . .…	/wˈɪtnəsəz/
earn	See Ern/ n. Sir W. Scott.	/ˈɝn/
trash	1. That which is worthless or useless/ rubbish/ refuse. Who steals…	/trˈæʃ/
valley	1. The space inclosed between ranges of hills or mountains/ the…	/vˈæli/
fashion	1. The make or form of anything/ the style/ shape/ appearance/ or…	/fˈæʃən/
howard		/hˈaʊɚd/
episode	A separate incident/ story/ or action/ introduced for the purpose…	/ˈɛpəsˌoʊd/
prize	1. That which is taken from another/ something captured/ a thing…	/prˈaɪz/
previously	Beforehand/ antecedently/ as/ a plan previously formed.	/prˈiviəsli/
sports	1. That which diverts/ and makes mirth/ pastime/ amusement. It is…	/spˈɔrts/
wanting	Absent/ lacking/ missing/ also/ deficient/ destitute/ needy/ as/…	/wˈɑntɪŋ/
debt	1. That which is due from one person to another/ whether money/…	/dˈɛt/
wishes	1. To have a desire or yearning/ to long/ to hanker. They cast…	/wˈɪʃɪz/
hitler		/hˈɪtlɚ/
wire	1. A thread or slender rod of metal/ a metallic substance formed…	/wˈaɪɚ/
thee	To thrive/ to prosper. [Obs.] "He shall never thee." Chaucer. Well…	/ðˈi/
circle	1. A plane figure/ bounded by a single curve line called its…	/sˈɝkəl/
approach	1. To come or go near/ in place or time/ to draw nigh/ to advance…	/əprˈoʊtʃ/
stock	1. The stem/ or main body/ of a tree or plant/ the fixed/ strong/…	/stˈɑk/
facts	1. A doing/ making/ or preparing. [Obs.] A project for the fact…	/fˈækts/
remembered	1. To have ( a notion or idea) come into the mind again/ as…	/rɪmˈɛmbɚd/
percent		/pɚsˈɛnt/
normally	In a normal manner. Darwin.	/nˈɔrməli/
tail	Limitation/ abridgment. Burrill. Estate in tail/ a limited/…	/tˈeɪl/
joined	1. To bring together/ literally or figuratively/ to place in…	/dʒˈɔɪnd/
education	The act or process of educating/ the result of educating/ as…	/ˌɛdʒəkˈeɪʃən/
bravo	A daring villain/ a bandit/ one who sets law at defiance/ a…	/brˈɑvoʊ/
library	1. A considerable collection of books kept for use/ and not as…	/lˈaɪbrɛrˌi/
rape	1. Fruit/ as grapes/ plucked from the cluster. Ray. 2. The refuse…	/rˈeɪp/
wings	1. One of the two anterior limbs of a bird/ pterodactyl/ or bat.…	/wˈɪŋz/
growling	To utter a deep guttural sound/ sa an angry dog/ to give forth an…	/ɡrˈoʊlɪŋ/
thrown	a. & p. p. from Throw/ v. Thrown silk/ silk thread consisting of…	/θrˈoʊn/
tank	A small Indian dry measure/ averaging 240 grains in weight/ also/…	/tˈæŋk/
exhales	1. To breathe out. Hence: To emit/ as vapor/ to send out/ as an…	/ɛkshˈeɪls/
authority	1. Legal or rightful power/ a right to command or to act/ power…	/əθˈɔrəti/
current	1. Running or moving rapidly. [Archaic] Like the current fire/…	/kˈɝənt/
failure	1. Cessation of supply/ or total defect/ a failing/ deficiency/…	/fˈeɪljɚ/
nightmare	1. A fiend or incubus formerly supposed to cause trouble in sleep.…	/nˈaɪtmˌɛr/
hitting		/hˈɪtɪŋ/
glory	1. Praise/ honor/ admiration/ or distinction/ accorded by common…	/ɡlˈɔri/
knocked	1. To drive or be driven against something/ to strike against…	/nˈɑkt/
studying	1. A setting of the mind or thoughts upon a subject/ hence/…	/stˈʌdiɪŋ/
barry	/ Divided into bars/ -- said of the field.	/bˈæri/
agency	1. The faculty of acting or of exerting power/ the state of being…	/ˈeɪdʒənsi/
apple	1. The fleshy pome or fruit of a rosaceous tree (Pyrus malus)…	/ˈæpəl/
border	1. The outer part or edge of anything/ as of a garment/ a garden/…	/bˈɔrdɚ/
rope	1. A large/ stout cord/ usually one not less than an inch in…	/rˈoʊp/
duck	A pet/ a darling. Shak.	/dˈʌk/
reputation	1. The estimation in which one is held/ character in public…	/rˌɛpjətˈeɪʃən/
confidence	1. The act of confiding/ trusting/ or putting faith in/ trust/…	/kˈɑnfədəns/
yard	1. A rod/ a stick/ a staff. [Obs.] P. Plowman. If men smote it…	/jˈɑrd/
beloved	Greatly loved/ dear to the heart. Antony/ so well beloved of…	/bɪlˈʌvd/
lack	1. Blame/ cause of blame/ fault/ crime/ offense. [Obs.] Chaucer.…	/lˈæk/
actual	1. Involving or comprising action/ active. [Obs.] Her walking and…	/ˈæktʃəwəl/
skills	1. Discrimination/ judgment/ propriety/ reason/ cause. [Obs.]…	/skˈɪlz/
films	1. A thin skin/ a pellicle/ a membranous covering/ causing…	/fˈɪlmz/
mental	Of or pertaining to the chin/ genian/ as/ the mental nerve/ the…	/mˈɛntəl/
salt	1. The chloride of sodium/ a substance used for seasoning food/…	/sˈɔlt/
flesh	1. The aggregate of the muscles/ fat/ and other tissues which…	/flˈɛʃ/
anne		/ˈæn/
secure	1. Free from fear/ care/ or anxiety/ easy in mind/ not feeling…	/sɪkjˈʊr/
highly	In a high manner/ or to a high degree/ very much/ as/ highly esteemed.	/hˈaɪli/
federal	1. Pertaining to a league or treaty/ derived from an agreement or…	/fˈɛdɚəl/
sand	1. Fine particles of stone/ esp. of siliceous stone/ but not…	/sˈænd/
emotional	Pertaining to/ or characterized by/ emotion/ excitable/ easily…	/ɪmˈoʊʃənəl/
setting	1. The act of one who/ or that which/ sets/ as/ the setting of…	/sˈɛtɪŋ/
nothin		/nˈɑθɪn/
senator	1. A member of a senate. The duke and senators of Venice greet…	/sˈɛnətɚ/
services	A name given to several trees and shrubs of the genus Pyrus/ as…	/sˈɝvəsəz/
robbery	1. The act or practice of robbing/ theft. Thieves for their…	/rˈɑbɚi/
hates	Hot. [Obs.] Chaucer.	/hˈeɪts/
fed	imp. & p. p. of Feed.	/fˈɛd/
reward	To give in return/ whether good or evil/ -- commonly in a good…	/rɪwˈɔrd/
theater	1. An edifice in which dramatic performances or spectacles are…	/θˈiətɚ/
johnson		/dʒˈɑnsən/
commit	1. To give in trust/ to put into charge or keeping/ to intrust/ to…	/kəmˈɪt/
patrick		/pˈætrɪk/
entirely	1. In an entire manner/ wholly/ completely/ fully/ as/ the trace…	/ɪntˈaɪɚli/
extraordinary	1. Beyond or out of the common order or method/ not usual/…	/ˌɛkstrəˈɔrdənˌɛri/
ships	Pay/ reward. [Obs.] In withholding or abridging of the ship or the…	/ʃˈɪps/
opposite	1. Placed over against/ standing or situated over against or in…	/ˈɑpəzət/
parties	1. A part or portion. [Obs.] "The most party of the time."…	/pˈɑrtiz/
stands	1. To be at rest in an erect position/ to be fixed in an upright…	/stˈændz/
terry	A kind of heavy colored fabric/ either all silk/ or silk and…	/tˈɛri/
chat	To talk in a light and familiar manner/ to converse without form…	/tʃˈæt/
events	1. That which comes/ arrives/ or happens/ that which falls out/…	/ɪvˈɛnts/
mummy	1. A dead body embalmed and dried after the manner of the ancient…	/mˈʌmi/
bay	Reddish brown/ of the color of a chestnut/ -- applied to the color…	/bˈeɪ/
slip	1. To move along the surface of a thing without bounding/ rolling/…	/slˈɪp/
disappointed	1. Defeated of expectation or hope/ balked/ as/ a disappointed…	/dˌɪsəpˈɔɪntɪd/
settled	1. A seat of any kind. [Obs.] "Upon the settle of his majesty"…	/sˈɛtəld/
begins	1. To have or commence an independent or first existence/ to take…	/bɪɡˈɪnz/
andrew		/ˈændru/
alert	1. Watchful/ vigilant/ active in vigilance. 2. Brisk/ nimble/…	/əlˈɝt/
detail	1. A minute portion/ one of the small parts/ a particular/ an…	/dɪtˈeɪl/
pink	A vessel with a very narrow stern/ -- called also pinky. Sir W.…	/pˈɪŋk/
fellas		/fˈɛləs/
accepted	1. To receive with a consenting mind (something offered)/ as/ to…	/æksˈɛptɪd/
background	1. Ground in the rear or behind/ or in the distance/ as opposed to…	/bˈækɡrˌaʊnd/
garbage	Offal/ as the bowels of an animal or fish/ refuse animal or…	/ɡˈɑrbɪdʒ/
panic	A plant of the genus Panicum/ panic grass/ also/ the edible grain…	/pˈænɪk/
minds	1. The intellectual or rational faculty in man/ the understanding/…	/mˈaɪndz/
belt	1. That which engirdles a person or thing/ a band or girdle/ as/ a…	/bˈɛlt/
blowing	To flower/ to blossom/ to bloom. How blows the citron grove. Milton.	/blˈoʊɪŋ/
hollywood		/hˈɑliwˌʊd/
agreement	1. State of agreeing/ harmony of opinion/ statement/ action/ or…	/əɡrˈimənt/
jackie		/dʒˈæki/
pushing	Pressing forward in business/ enterprising/ driving/ energetic/…	/pˈʊʃɪŋ/
ability	The quality or state of being able/ power to perform/ whether…	/əbˈɪlətˌi/
tiger	1. A very large and powerful carnivore (Felis tigris) native of…	/tˈaɪɡɚ/
whispering	a. & n. from Whisper. v. t. Whispering gallery/ or Whispering…	/wˈɪspɚɪŋ/
culture	1. The act or practice of cultivating/ or of preparing the earth…	/kˈʌltʃɚ/
saint	1. A person sanctified/ a holy or godly person/ one eminent for…	/sˈeɪnt/
jesse	Any representation or suggestion of the genealogy of Christ/ in…	/dʒˈɛsi/
task	1. Labor or study imposed by another/ often in a definite quantity…	/tˈæsk/
solid	1. Having the constituent parts so compact/ or so firmly adhering/…	/sˈɑləd/
doll	A child's puppet/ a toy baby for a little girl.	/dˈɑl/
intend	1. To stretch' to extend/ to distend. [Obs.] By this the lungs are…	/ˌɪntˈɛnd/
district	Rigorous/ stringent/ harsh. [Obs.] Punishing with the rod of…	/dˈɪstrɪkt/
pa	A shortened form of Papa.	/pˈɑ/
gee	1. To agree/ to harmonize. [Colloq. or Prov. Eng.] Forby. 2. Etym:…	/dʒˈi/
custody	1. A keeping or guarding/ care/ watch/ inspection/ for keeping/…	/kˈʌstədi/
ignore	1. To be ignorant of or not acquainted with. [Archaic] Philosophy…	/ˌɪɡnˈɔr/
naturally	In a natural manner or way/ according to the usual course of…	/nˈætʃɚəli/
useful	Full of use/ advantage/ or profit/ producing/ or having power to…	/jˈusfəl/
attempt	1. To make trial or experiment of/ to try/ to endeavor to do or…	/ətˈɛmpt/
abandoned	1. Forsaken/ deserted. "Your abandoned streams." Thomson. 2.…	/əbˈændənd/
cutting	1. The act or process of making an incision/ or of severing/…	/kˈʌtɪŋ/
kissed	1. To salute with the lips/ as a mark of affection/ reverence/…	/kˈɪst/
guarantee	1. In law and common usage: A promise to answer for the payment of…	/ɡˌɛrəntˈi/
barking	1. To strip the bark from/ to peel. 2. To abrade or rub off any…	/bˈɑrkɪŋ/
gather	1. To bring together/ to collect/ as a number of separate things/…	/ɡˈæðɚ/
policy	1. Civil polity. [Obs.] 2. The settled method by which the…	/pˈɑləsi/
violent	1. Moving or acting with physical strength/ urged or impelled with…	/vˈaɪələnt/
maid	1. An unmarried woman/ usually/ a young unmarried woman/ esp./ a…	/mˈeɪd/
embarrassing	1. To hinder from freedom of thought/ speech/ or action by…	/ɪmbˈɛrəsɪŋ/
childhood	1. The state of being a child/ the time in which persons are…	/tʃˈaɪldhˌʊd/
wasting	Causing waste/ also/ undergoing waste/ diminishing/ as/ a wasting…	/wˈeɪstɪŋ/
bow	1. To cause to deviate from straightness/ to bend/ to inflect/ to…	/bˈaʊ/
chick	To sprout/ as seed in the ground/ to vegetate. Chalmers.	/tʃˈɪk/
sara		/sˈɛrə/
disaster	1. An unpropitious or baleful aspect of a planet or star/…	/dɪzˈæstɚ/
revolution	1. The act of revolving/ or turning round on an axis or a center/…	/rˌɛvəlˈuʃən/
online		/ˈɔnlˌaɪn/
f	. 1. F is the sixth letter of the English alphabet/ and a nonvocal…	/ˈɛf/
demon	1. (Gr. Antiq.) A spirit/ or immaterial being/ holding a middle…	/dˈimən/
heavily	1. In a heavy manner/ with great weight/ as/ to bear heavily on a…	/hˈɛvəli/
coincidence	1. The condition of occupying the same place in space/ as/ the…	/koʊˈɪnsɪdəns/
perform	1. To carry through/ to bring to completion/ to achieve/ to…	/pɚfˈɔrm/
thin	1. Having little thickness or extent from one surface to its…	/θˈɪn/
terrific	Causing terror/ adapted to excite great fear or dread/ terrible/…	/tɚˈɪfɪk/
mac	A prefix/ in names of Scotch origin/ signifying son.	/mˈæk/
crown	p. p. of Crow. [Obs.]	/krˈaʊn/
identity	1. The state or quality of being identical/ or the same/ sameness.…	/aɪdˈɛntɪtˌi/
virgin	1. A woman who has had no carnal knowledge of man/ a maid. 2. A…	/vˈɝdʒɪn/
impressive	1. Making/ or tending to make/ an impression/ having power to…	/ˌɪmprˈɛsɪv/
windows	1. An opening in the wall of a building for the admission of light…	/wˈɪndoʊz/
potential	1. Being potent/ endowed with energy adequate to a result/…	/pətˈɛnʃəl/
guitar	A stringed instrument of music resembling the lute or the violin/…	/ɡɪtˈɑr/
committee	One or more persons elected or appointed/ to whom any matter or…	/kəmˈɪti/
dozen	1. A collection of twelve objects/ a tale or set of twelve/ with…	/dˈʌzən/
delivery	1. The act of delivering from restraint/ rescue/ release/…	/dɪlˈɪvɚi/
advance	1. To bring forward/ to move towards the van or front/ to make to…	/ədvˈæns/
quietly	1. In a quiet state or manner/ without motion/ in a state of rest/…	/kwˈaɪətli/
stan		/stˈæn/
teaching	The act or business of instructing/ also/ that which is taught/…	/tˈitʃɪŋ/
hunter	1. One who hunts wild animals either for sport or for food/ a…	/hˈʌntɚ/
latest	To let/ to allow. [Obs.] Chaucer.	/lˈeɪtəst/
hurting	(a) A band on a trip-hammer helve/ bearing the trunnions. (b) A…	/hˈɝtɪŋ/
swing	1. To move to and fro/ as a body suspended in the air/ to wave/ to…	/swˈɪŋ/
capital	1. Of or pertaining to the head. [Obs.] Needs must the Serpent now…	/kˈæpətəl/
counting	1. To tell or name one by one/ or by groups/ for the purpose of…	/kˈaʊntɪŋ/
drew	of Draw.	/drˈu/
dirt	1. Any foul of filthy substance/ as excrement/ mud/ dust/ etc./…	/dˈɝt/
whistle	1. To make a kind of musical sound/ or series of sounds/ by…	/wˈɪsəl/
marie	Marry. [Obs.] Chaucer.	/mɚˈi/
hits	It. [Obs.] Chaucer.	/hˈɪts/
doug		/dˈʌɡ/
deny	1. To declare not to be true/ to gainsay/ to contradict/ --…	/dɪnˈaɪ/
urgent	Urging/ pressing/ besetting/ plying/ with importunity/ calling for…	/ˈɝdʒənt/
threatened	1. To utter threats against/ to menace/ to inspire with…	/θrˈɛtənd/
behavior	Manner of behaving/ whether good or bad/ mode of conducting one's…	/bɪhˈeɪvjɚ/
molly	Same as Mollemoke.	/mˈɑli/
mixed	Formed by mixing/ united/ mingled/ blended. See Mix/ v. t. & i.…	/mˈɪkst/
stays	A large/ strong rope/ employed to support a mast/ by being…	/stˈeɪz/
assure	1. To make sure or certain/ to render confident by a promise/…	/əʃˈʊr/
subtitles		/sˈʌbtˌaɪtəlz/
explanation	1. The act of explaining/ expounding/ or interpreting/ the act of…	/ˌɛksplənˈeɪʃən/
wins	1. To gain by superiority in competition or contest/ to obtain by…	/wˈɪnz/
unique	Being without a like or equal/ unmatched/ unequaled/ unparalleled/…	/junˈik/
chasing	The art of ornamenting metal by means of chasing tools/ also/ a…	/tʃˈeɪsɪŋ/
billion	According to the French and American method of numeration/ a…	/bˈɪljən/
duke	1. A leader/ a chief/ a prince. [Obs.] Hannibal/ duke of Carthage.…	/dˈuk/
production	1. The act or process or producing/ bringing forth/ or exhibiting…	/prədˈʌkʃən/
slave	See Slav.	/slˈeɪv/
agents	Actingpatient/ or sustaining/ action. [Archaic] "The body agent."…	/ˈeɪdʒənts/
carol	1. A round dance. [Obs.] Chaucer. 2. A song of joy/ exultation/ or…	/kˈærəl/
lets	To retard/ to hinder/ to impede/ to oppose. [Archaic] He was so…	/lˈɛts/
cruel	See Crewel.	/krˈuəl/
mask	1. A cover/ or partial cover/ for the face/ used for disguise or…	/mˈæsk/
sally	To leap or rush out/ to burst forth/ to issue suddenly/ as a body…	/sˈæli/
behave	1. To manage or govern in point of behavior/ to discipline/ to…	/bɪhˈeɪv/
bury	1. A borough/ a manor/ as/ the Bury of St. Edmond's/ -- Note: used…	/bˈɛri/
massive	1. Forming/ or consisting of/ a large mass/ compacted/ weighty/…	/mˈæsɪv/
pathetic	1. Expressing or showing anger/ passionate. [Obs.] 2. Affecting or…	/pəθˈɛtɪk/
species	1. Visible or sensible presentation/ appearance/ a sensible…	/spˈiʃiz/
approaching	The act of ingrafting a sprig or shoot of one tree into another/…	/əprˈoʊtʃɪŋ/
jo	A sweetheart/ a darling. [Scot.] Burns.	/dʒˈoʊ/
loan	A loanin. [Scot.]	/lˈoʊn/
struggle	1. To strive/ or to make efforts/ with a twisting/ or with…	/strˈʌɡəl/
dish	1. A vessel/ as a platter/ a plate/ a bowl/ used for serving up…	/dˈɪʃ/
trusted	1. Assured resting of the mind on the integrity/ veracity/…	/trˈʌstɪd/
jumped	(a) A kind of loose jacket for men. (b) pl. A bodice worn instead…	/dʒˈʌmpt/
firing	1. The act of disharging firearms. 2. The mode of introducing fuel…	/fˈaɪrɪŋ/
channel	1. The hollow bed where a stream of water runs or may run. 2. The…	/tʃˈænəl/
abby		/ˈæbi/
stopping	1. Material for filling a cavity. 2. (Mining) A partition or door…	/stˈɑpɪŋ/
asks	1. To request/ to seek to obtain by words/ to petition/ to…	/ˈæsks/
jean	A twilled cotton cloth. Satin jean/ a kind of jean woven smooth…	/dʒˈin/
swimming	1. That swims/ capable of swimming/ adapted to/ or used in/…	/swˈɪmɪŋ/
daily	Happening/ or belonging to/ each successive day/ diurnal/ as/…	/dˈeɪli/
basement	The outer wall of the ground story of a building/ or of a part of…	/bˈeɪsmənt/
linda		/lˈɪndə/
quarter	1. One of four equal parts into which anything is divided/ or is…	/kwˈɔrtɚ/
erm
bound	The external or limiting line/ either real or imaginary/ of any…	/bˈaʊnd/
navy	1. A fleet of ships/ an assemblage of merchantmen/ or so many as…	/nˈeɪvi/
article	1. A distinct portion of an instrument/ discourse/ literary work/…	/ˈɑrtəkəl/
guide	1. To lead or direct in a way/ to conduct in a course or path/ to…	/ɡˈaɪd/
accused	Charged with offense/ as/ an accused person. Note: Commonly used…	/əkjˈuzd/
transfer	1. To convey from one place or person another/ to transport/…	/trænsfˈɝ/
guts	1. A narrow passage of water/ as/ the Gut of Canso. 2. An…	/ɡˈʌts/
quality	1. The condition of being of such and such a sort as distinguished…	/kwˈɑləti/
fella		/fˈɛlə/
roman	1. Of or pertaining to Rome/ or the Roman people/ like or…	/rˈoʊmən/
greater	1. Large in space/ of much size/ big/ immense/ enormous/ expanded/…	/ɡrˈeɪtɚ/
damned	1. Sentenced to punishment in a future state/ condemned/ consigned…	/dˈæmd/
couch	1. To lay upon a bed or other resting place. Where unbruised…	/kˈaʊtʃ/
