e	The fifth letter of the Italian alphabet/ called e and written in…	/ˈe/
ray
vittime	victim	/ˈvit.ti.ma/
diversi	different/ diverse	/diˈvɛr.so/
porca	pig/ pork	/ˈpɔr.ko/
guida	guide	/ˈɡwi.da/
prezzo	price	/ˈprɛt.t͡so/
strana	feminine singular of strano	/ˈstra.na/
arrabbiato	mad/ rabid (of an animal)	/ar.rabˈbja.to/
vecchi	old/ outworn	/ˈvɛk.kjo/
verrà	to come	/veˈni.re/
orribile	horrible/ loathsome	/orˈri.bi.le/
gesu
ritorno	return	/riˈtor.no/
entrato	past participle of entrare
animali	animal	/a.niˈma.le/
enorme	huge/ enormous/ immense/ great	/eˈnɔr.me/
metto	first-person singular present indicative of mettere	/ˈmet.to/
harry
passaggio	passage/ passing/ gap	/pasˈsad.d͡ʒo/
imparare	to learn	/im.paˈra.re/
progetto	plan/ project/ design/ scheme/ layout	/proˈd͡ʒɛt.to/
danno	damage/ harm/ injury	/ˈdan.no/
naturalmente	naturally/ of course/ sure	/na.tu.ralˈmen.te/
colpevole	guilty	/kolˈpe.vo.le/
ragazzino	young boy/ little boy/ kid/ (male) teenager/ teenage boy	/ra.ɡatˈt͡si.no/
metri	plural of metro	/ˈmɛ.tri/
tommy	Tommy/ redcoat
chiavi	key	/ˈkja.ve/
mossa	past participle of muovere	/ˈmɔs.so/
finestra	window	/fiˈnɛs.tra/
suppongo	first-person singular present indicative of supporre	/supˈpon.ɡo/
destino	destiny/ fate	/desˈti.no/
molta	a lot of/ much/ great/ (in the plural) many/ a lot of/ lots of	/ˈmol.to/
saltare	to jump/ to leap/ to spring (in general/ or in several movements)	/salˈta.re/
correre	to run [auxiliary essere or avere] (see above)	/ˈkor.re.re/
frega	synonym of fregagione	/ˈfre.ɡa/
edificio	building	/e.diˈfi.t͡ʃo/
colazione	breakfast	/ko.latˈt͡sjo.ne/
collo	neck (all senses)	/ˈkɔl.lo/
difesa	feminine singular of difeso	/diˈfe.za/
diro
vicini	near/ close	/viˈt͡ʃi.no/
fiducia	trust/ faith	/fiˈdu.t͡ʃa/
aiutato	past participle of aiutare
maggior	apocopic form of maggiore
avermi	compound of the infinitive avere with mi
saprei	first-person singular conditional of sapere
capisce	third-person singular present indicative of capire	/kaˈpiʃ.ʃe/
ristorante	restaurant	/ris.toˈran.te/
nomi	name	/ˈno.me/
laboratorio	laboratory/ lab	/la.bo.raˈtɔ.rjo/
scegliere	to choose	/ˈʃeʎ.ʎe.re/
comando	order/ command	/koˈman.do/
chiedi	inflection of chiedere:	/ˈkjɛ.di/
arte	art	/ˈar.te/
meta	destination	/ˈmɛ.ta/
discorso	speech/ address/ discourse	/disˈkor.so/
nove	nine	/ˈnɔ.ve/
avra
segnale	signal/ sign	/seɲˈɲa.le/
perfetta	perfect	/perˈfɛt.to/
fortunato	lucky/ fortunate	/for.tuˈna.to/
libri	book	/ˈli.bro/
carriera	career	/karˈrjɛ.ra/
blu	blue (color/colour)	/ˈblu/
cominciare	to begin/ to start/ to commence/ to set about	/ko.minˈt͡ʃa.re/
muro	wall	/ˈmu.ro/
will
tranne	except/ but/ apart from	/ˈtran.ne/
bob	bobsleigh / bobsled	/ˈbɔb/
proteggere	to shield or protect	/proˈtɛd.d͡ʒe.re/
prendendo	gerund of prendere
dubbio	doubtful/ uncertain/ dubious/ questionable	/ˈdub.bjo/
dati	past participle of dare	/ˈda.to/
stazione	position/ posture	/statˈt͡sjo.ne/
emergenza	emergency	/e.merˈd͡ʒɛn.t͡sa/
giustizia	justice/ fairness/ equity	/d͡ʒusˈtit.t͡sja/
immediatamente	immediately/ at once/ promptly/ right away/ forthwith/ straight away	/im.me.dja.taˈmen.te/
odore	smell/ odour/ odor/ aroma/ fragrance/ scent	/oˈdo.re/
umani	human	/uˈma.no/
college
ascolti	listening	/asˈkol.to/
contrario	contrary/ opposite/ alien	/konˈtra.rjo/
terzo	third	/ˈtɛr.t͡so/
preoccupare	to worry/ to trouble/ to bother	/pre.ok.kuˈpa.re/
locale	local	/loˈka.le/
mette	third-person singular present indicative of mettere
faranno	third-person plural future of fare	/faˈran.no/
battaglia	battle	/batˈtaʎ.ʎa/
aiutarla	compound of the infinitive aiutare with la
diverse	feminine plural of diverso	/diˈvɛr.se/
notato	alternative form of nuotare (“swim”)	/noˈta.re/
chiamate	past participle of chiamare	/kjaˈma.ta/
sceriffo	sheriff	/ʃeˈrif.fo/
sembrano	third-person plural present indicative of sembrare	/ˈsem.bra.no/
evitare	to avoid/ shy away from	/e.viˈta.re/
spirito	spirit/ mind	/ˈspi.ri.to/
seduto	sitting/ seated
bianca	white (bright and colourless/colorless)	/ˈbjan.ko/
ryan
lingua	tongue	/ˈlin.ɡwa/
dipartimento	department/ district	/di.par.tiˈmen.to/
controllato	controlled	/kon.trolˈla.to/
massimo	maximum	/ˈmas.si.mo/
praticamente	practically (all senses)	/pra.ti.kaˈmen.te/
riunione	meeting/ assembly/ conference	/ri.uˈnjo.ne/
rumore	noise/ sound	/ruˈmo.re/
torta	pie/ tart/ cake or similar	/ˈtor.ta/
guardami	compound of guarda/ the second-person singular imperative form of…
dirò	to utter (produce (speech or other sounds) with one's voice)	/ˈdi.re/
accanto	nearby	/akˈkan.to/
eroe	hero	/eˈrɔ.e/
turno	turn	/ˈtur.no/
piccoli	small	/ˈpik.ko.lo/
entrambe	both	/enˈtram.bi/
dovremo	first-person plural future of dovere
potrai	second-person singular future of potere
londra	London (the capital city of England/ United Kingdom)	/ˈlon.dra/
vedrai	second-person singular future of vedere
punti	point (all senses)/ jot/ iota	/ˈpun.to/
fiori	flower/ bloom/ blossom	/ˈfjo.re/
vederla	compound of the infinitive vedere with la
persino	even	/perˈsi.no/
ovvio	obvious	/ˈɔv.vjo/
furgone	van (delivery vehicle)	/furˈɡo.ne/
amy
coppia	couple (people)	/ˈkɔp.pja/
ridere	to laugh	/ˈri.de.re/
inizia	inflection of iniziare:
pausa	pause/ break/ stop/ interval	/ˈpaw.za/
billy
grave	grave/ serious	/ˈɡra.ve/
vedete	inflection of vedere:
memoria	memory/ recall (the ability of the brain to record information)	/meˈmɔ.rja/
dovevi	second-person singular imperfect indicative of dovere	/doˈve.vi/
aiutami	compound of aiuta/ the second-person singular imperative form of…
tranquilla	calm/ sober/ tranquil	/tranˈkwil.lo/
naso	nose	/ˈna.zo/
andava	third-person singular imperfect indicative of andare	/anˈda.va/
nemico	enemy/ foe	/neˈmi.ko/
mangia	inflection of mangiare:	/ˈman.d͡ʒa/
chiudere	to close/ to shut	/ˈkju.de.re/
felici	happy (contented)	/feˈli.t͡ʃe/
colonnello	colonel	/ko.lonˈnɛl.lo/
palla	ball (object used for playing games)	/ˈpal.la/
giovani	young	/ˈd͡ʒo.va.ne/
richard
nuove	new	/ˈnwɔ.vo/
costa	meanings related to the literal sense:	/ˈkɔs.ta/
laggiù	down there/ down below	/ladˈd͡ʒu/
lee
scatola	box	/ˈska.to.la/
torniamo	inflection of tornare:
albero	tree (all senses)	/ˈal.be.ro/
you
tribunale	court	/tri.buˈna.le/
razza	race/ breed	/ˈrat.t͡sa/
anello	ring	/aˈnɛl.lo/
prenda	inflection of prendere:	/ˈprɛn.da/
idee	idea	/iˈdɛ.a/
piede	foot	/ˈpjɛ.de/
ferita	past participle of ferire	/feˈri.to/
ferito	past participle of ferire	/feˈri.to/
cerchi	circle	/ˈt͡ʃer.kjo/
preoccupato	past participle of preoccupare	/pre.ok.kuˈpa.to/
verra
sentimenti	feeling/ emotion/ sentiment	/sen.tiˈmen.to/
arresto	arrest	/arˈrɛs.to/
project
averla	shrike (any of various passerine birds of the family Laniidae)	/aˈvɛr.la/
dà	to give (to transfer the possession/holding of something to…	/ˈda.re/
soldato	soldier	/solˈda.to/
natura	nature	/naˈtu.ra/
cominciato	past participle of cominciare
inutile	useless/ unnecessary/ needless	/iˈnu.ti.le/
casi	plural of caso	/ˈka.zi/
prendiamo	inflection of prendere:
colore	color/colour	/koˈlo.re/
basso	low	/ˈbas.so/
uso	used/ accustomed	/ˈu.zo/
don	Father (a title given to priests)	/ˈdɔn/
anzi	on the contrary	/ˈan.t͡si/
storie	history	/ˈstɔ.rja/
digli	compound of di/ the second-person singular imperative form of…
daniel
preferito	favourite/favorite	/pre.feˈri.to/
dirle	compound of the infinitive dire with le	/ˈdir.le/
utile	useful	/ˈu.ti.le/
cattiva	bad	/katˈti.vo/
cani	dog/ male dog	/ˈka.ne/
sparare	to shoot/ to fire	/spaˈra.re/
parigi	Paris (the capital and largest city of France)	/paˈri.d͡ʒi/
diventa	inflection of diventare:	/diˈvɛn.ta/
chiamano	third-person plural present indicative of chiamare	/ˈkja.ma.no/
ascoltare	to listen to	/as.kolˈta.re/
kevin
decidere	to decide (on)/ to fix/ to arrange/ to determine	/deˈt͡ʃi.de.re/
professore	teacher/ schoolteacher/ schoolmaster/ master/ professor/ lecturer…	/pro.fesˈso.re/
fidanzato	past participle of fidanzare	/fi.danˈt͡sa.to/
sensazione	sensation/ feeling	/sen.satˈt͡sjo.ne/
andartene	compound of the infinitive andare with te (the conjunctive variant…	/anˈdar.te.ne/
legale	lawful/ legitimate	/leˈɡa.le/
carte	plural of carta	/ˈkar.te/
compito	first-person singular present indicative of compitare	/ˈkɔm.pi.to/
srt
stronza	turd	/ˈstron.t͡so/
contenta	feminine singular of contento	/konˈtɛn.to/
provi	inflection of provare:	/ˈprɔ.vi/
los
corte	short	/ˈkor.to/
tengo	first-person singular present indicative of tenere	/ˈtɛn.ɡo/
pesce	fish	/ˈpeʃ.ʃe/
pensano	third-person plural present indicative of pensare
johnny
obiettivo	objective	/o.bjetˈti.vo/
incontrare	to meet/ come across/ bump into/ run into/ find/ encounter	/in.konˈtra.re/
nato	NATO	/ˈna.to/
visti	past participle of vedere	/ˈvis.to/
show
conta	known/ familiar	/ˈkon.to/
accesso	access/ admittance/ approach	/atˈt͡ʃɛs.so/
breve	brief/ short	/ˈbrɛ.ve/
risolvere	to solve	/riˈzɔl.ve.re/
isola	island/ isle	/ˈi.zo.la/
povero	poor (with little or no possessions or money)	/ˈpɔ.ve.ro/
stavolta	this time	/staˈvɔl.ta/
mark
affrontare	to face or confront	/af.fronˈta.re/
poliziotti	policeman/ police officer/ cop/ copper/ rozzer/ bobby	/po.litˈt͡sjɔt.to/
opera	work	/ˈɔ.pe.ra/
anna	a female given name/ equivalent to English Ann	/ˈan.na/
buoni	good/ nice (in general)	/ˈbwɔ.no/
ballare	to dance	/balˈla.re/
bacio	kiss	/ˈba.t͡ʃo/
resti	rest/ remainder/ balance	/ˈrɛs.to/
funzionato	past participle of funzionare	/fun.t͡sjoˈna.to/
bordo	edge/ border/ margin/ hem/ rim	/ˈbor.do/
sbaglio	mistake/ failure/ goof	/ˈzbaʎ.ʎo/
giochi	game	/ˈd͡ʒɔ.ko/
verde	green (color/colour)	/ˈver.de/
saremmo	first-person plural conditional of essere	/saˈrem.mo/
aperta	open	/aˈpɛr.to/
improvviso	unexpected/ sudden/ unforeseen/ untimely	/im.provˈvi.zo/
continui	continuous	/konˈti.nu.o/
fianco	flank/ haunch (part of the body)	/ˈfjan.ko/
alzati	past participle of alzare	/alˈt͡sa.to/
accettare	to accept/ to admit	/at.t͡ʃetˈta.re/
metà	half	/meˈta/
continuo	continuous	/konˈti.nu.o/
peso	weight	/ˈpe.zo/
piaciuto	past participle of piacere
stile	style	/ˈsti.le/
corsa	run/ running	/ˈkor.sa/
entrata	the act of entering/ entry/ entrance/ arrival/ admission	/enˈtra.ta/
soluzione	solution	/so.lutˈt͡sjo.ne/
maria	Mary/ Miriam (biblical figures)	/maˈri.a/
fanculo	fuck you!/ fuck off!
contratto	past participle of contrarre	/konˈtrat.to/
arrabbiata	feminine singular of arrabbiato (“angry”)	/ar.rabˈbja.ta/
fermare	to stop	/ferˈma.re/
retro	behind	/ˈrɛ.tro/
meraviglioso	marvellous/ wonderful/ splendid/ glorious	/me.ra.viʎˈʎo.zo/
guidare	to guide/ lead/ show/ escort	/ɡwiˈda.re/
denti	tooth	/ˈdɛn.te/
mandare	to send/ forward/ dispatch/ transmit	/manˈda.re/
fidati	past participle of fidare	/fiˈda.to/
sveglia	waking up/ waking up time	/ˈzveʎ.ʎa/
tiene	third-person singular present indicative of tenere
ultimamente	lately/ recently/ of late	/ul.ti.maˈmen.te/
creato	past participle of creare	/kreˈa.to/
prendermi	compound of the infinitive prendere with mi
kate
dipende	inflection of dipendere:	/diˈpɛn.de/
innocente	innocent	/in.noˈt͡ʃɛn.te/
scopo	aim/ end/ goal	/ˈskɔ.po/
coltello	knife	/kolˈtɛl.lo/
chris
fila	line/ rank	/ˈfi.la/
magia	magic	/maˈd͡ʒi.a/
effetto	effect (in all senses)	/efˈfɛt.to/
procuratore	someone who holds power of attorney	/pro.ku.raˈto.re/
ricordare	to remember/ to recall/ to recollect	/ri.korˈda.re/
smesso	past participle of smettere	/ˈzmes.so/
dna	DNA	/ˈdi ˈen.ne ˈa/
vendere	to sell	/ˈven.de.re/
pantaloni	trousers/ trouser suit	/pan.taˈlo.ne/
miss
centrale	central	/t͡ʃenˈtra.le/
azione	action/ deed	/atˈt͡sjo.ne/
principe	prince	/ˈprin.t͡ʃi.pe/
cadavere	corpse/ body/ cadaver	/kaˈda.ve.re/
chiusa	past participle of chiudere	/ˈkju.zo/
fede	faith/ belief	/ˈfe.de/
nipote	grandchild/ grandson/ granddaughter	/niˈpo.te/
andro
soldati	soldier	/solˈda.to/
conti	count (rank)	/ˈkon.te/
finisce	third-person singular present indicative of finire	/fiˈniʃ.ʃe/
stavano	third-person plural imperfect indicative of stare	/ˈsta.va.no/
riuscita	that has had a certain outcome or result	/ri.uʃˈʃi.to/
troveremo	first-person plural future of trovare
stampa	press (device/ or printed media)	/ˈstam.pa/
of
assistente	assistant/ helper	/as.sisˈtɛn.te/
ognuno	each one/ all	/ˌoɲˈɲu.no/
robert	a male given name in English	/ˈrɔ.bert/
debole	weak/ dim/ faint	/ˈde.bo.le/
risultati	past participle of risultare	/ri.zulˈta.to/
ridicolo	arousing laughter and mocking derision in others/ ~laughable/ ~funny	/riˈdi.ko.lo/
sii	second-person singular imperative of essere	/ˈsi.i/
vaffanculo	fuck you/ fuck off/ go fuck yourself/ get lost/ up yours/ shove it…	/vaf.fanˈku.lo/
andarci	compound of the infinitive andare with ci	/anˈdar.t͡ʃi/
adam	ecstasy (drug)
dirtelo	compound of the infinitive dire with te (the conjunctive variant…	/ˈdir.te.lo/
grandioso	grandiose/ magnificent	/ɡranˈdjo.zo/
americano	American/ United Statesian/ US-American/ Yankee	/a.me.riˈka.no/
gesù	Jesus	/d͡ʒeˈzu/
francese	French (of/ from or relating to France)	/franˈt͡ʃe.ze/
chiederti	compound of the infinitive chiedere with ti	/ˈkjɛ.der.ti/
faresti	second-person singular conditional of fare
taxi	taxi	/ˈtak.si/
sottotitoli	subtitle/ subhead/ subheading (a heading below or after a title)	/sot.toˈti.to.lo/
creare	to create	/kreˈa.re/
peggiore	worse	/pedˈd͡ʒo.re/
bevuto	drunk/ drunken	/beˈvu.to/
rimasta	past participle of rimanere	/riˈmas.to/
angolo	angle/ corner	/ˈan.ɡo.lo/
latte	milk	/ˈlat.te/
buio	dark (contrary of luminous)	/ˈbu.jo/
siate	inflection of essere:	/ˈsja.te/
malattia	illness/ sickness/ disease/ ailment	/ma.latˈti.a/
gatto	cat	/ˈɡat.to/
suona	inflection of suonare:	/ˈswɔ.na/
troviamo	inflection of trovare:
brian
estate	summer	/esˈta.te/
scomparsa	disappearance/ vanishing	/skomˈpar.sa/
fargli	compound of the infinitive fare with gli	/ˈfar.ʎi/
risposto	past participle of rispondere
condizioni	condition	/kon.ditˈt͡sjo.ne/
muoviti	compound of muovi/ the second-person singular imperative form of…	/ˈmwɔ.vi.ti/
charles
angeles
fiume	river	/ˈfju.me/
schiena	back (the rear of the body)	/ˈskjɛ.na/
sindaco	mayor	/ˈsin.da.ko/
nonostante	though (+ conjunctive)	/no.nosˈtan.te/
reso	past participle of rendere	/ˈre.zo/
campagna	rural area: country/ countryside	/kamˈpaɲ.ɲa/
andrai	second-person singular future of andare
tenuto	obliged/ indebted/ grateful/ bound to someone	/teˈnu.to/
paga	contented	/ˈpa.ɡo/
seguire	to follow/ to pursue	/seˈɡwi.re/
cerchiamo	inflection of cercare:
scott
coglione	testicle	/koʎˈʎo.ne/
rachel
bobby
dettagli	detail	/detˈtaʎ.ʎo/
chiaramente	clearly/ plainly/ distinctly/ accurately/ tersely	/kja.raˈmen.te/
rispondi	inflection of rispondere:
capace	large/ capacious	/kaˈpa.t͡ʃe/
distrutto	past participle of distruggere	/disˈtrut.to/
forze	force	/ˈfɔr.t͡sa/
importanza	importance/ consequence/ significance	/im.porˈtan.t͡sa/
debba	first/second/third-person singular present subjunctive of dovere	/ˈdɛb.ba/
importanti	important	/im.porˈtan.te/
particolare	particular/ private/ personal (antonym of general)	/par.ti.koˈla.re/
stanco	tired	/ˈstan.ko/
piani	plane	/ˈpja.no/
mantenere	to maintain/ to keep	/man.teˈne.re/
piaceva	third-person singular imperfect indicative of piacere
richiesta	request/ demand/ claim/ call	/riˈkjɛs.ta/
parecchio	quite a lot of/ rather a lot of/ a fair bit of	/paˈrek.kjo/
dando	gerund of dare	/ˈdan.do/
principale	main/ principal	/prin.t͡ʃiˈpa.le/
rose	plural of rosa	/ˈrɔ.za/
insegnato	past participle of insegnare
faccenda	task/ labour/labor (thing to do)	/fatˈt͡ʃɛn.da/
vento	wind (movement of air caused by differences in atmospheric pressure)	/ˈvɛn.to/
immaginare	to imagine/ picture/ fancy/ conceive	/im.ma.d͡ʒiˈna.re/
dimenticare	to forget	/di.men.tiˈka.re/
matto	mad/ crazy	/ˈmat.to/
convinto	fervent/ keen/ sure/ true blue	/konˈvin.to/
rovinato	past participle of rovinare
campione	champion/ ace/ master	/kamˈpjo.ne/
buonasera	good evening	/ˌbwɔ.naˈse.ra/
braccia	plural of braccio (“arm”)	/ˈbrat.t͡ʃa/
laggiu
decisamente	determined/ resolute/ firm	/deˈt͡ʃi.zo/
washington	Washington/ Washington State (a state in the Pacific Northwest…	/ˈwɔʃ.ʃin(ɡ).ton/
usando	gerund of usare	/uˈzan.do/
provando	gerund of provare
momenti	moment	/moˈmen.to/
sbagliata	wrong/ mistaken/ erroneous/ incorrect	/zbaʎˈʎa.to/
andrò	to go	/anˈda.re/
pensarci	compound of the infinitive pensare with ci
mercato	market (in all senses)	/merˈka.to/
valore	as much as/ as many as	/vaˈlo.re/
sbrigati	past participle of sbrigare	/zbriˈɡa.ti/
salire	to go up/ to come up	/saˈli.re/
drink	drink (served beverage and mixed beverage)	/ˈdrink/
riuscire	to manage/ to be able	/ri.uʃˈʃi.re/
spiegare	to explain/ elucidate/ expound/ show/ account/ understand	/spjeˈɡa.re/
principessa	prince	/ˈprin.t͡ʃi.pe/
provo	first-person singular present indicative of provare	/ˈprɔ.vo/
avro
attenta	careful/ close/ focusing	/atˈtɛn.to/
zitta	quiet/ silent	/ˈd͡zit.to/
eddie
andy
bellezza	beauty	/belˈlet.t͡sa/
prendete	inflection of prendere:	/prenˈde.te/
tanta	so much/ so many	/ˈtan.to/
morendo	gerund of morire: dying
rilassati	past participle of rilassare
buco	hole	/ˈbu.ko/
conversazione	conversation/ talk/ interview	/kon.ver.satˈt͡sjo.ne/
dover	to owe	/doˈve.re/
speravo	first-person singular imperfect indicative of sperare	/speˈra.vo/
attesa	past participle of attendere	/atˈte.zo/
pensiero	thought	/penˈsjɛ.ro/
rimane	third-person singular present indicative of rimanere
benvenuti	welcome	/ben.veˈnu.to/
conoscenza	knowledge/ cognition	/ko.noʃˈʃɛn.t͡sa/
ponte	bridge (structure)	/ˈpon.te/
malato	ill/ sick/ unwell/ affected/ sore	/maˈla.to/
claire
sedia	chair	/ˈsɛ.dja/
vedremo	first-person plural future of vedere
omicidi	murder (Britain)/ homicide (US)	/o.miˈt͡ʃi.djo/
walter	a male given name	/ˈval.ter/
finale	final/ ending	/fiˈna.le/
impronte	imprint/ impression/ print/ mark/ trace	/imˈpron.ta/
sistemare	to arrange/ lay out/ put/ place/ fit/ set/ tidy up	/sis.teˈma.re/
pensiamo	inflection of pensare:
emma
succedere	to take the place (of)/ to succeed (in an office)	/sutˈt͡ʃɛ.de.re/
avrò	to have	/aˈve.re/
emily
ghiaccio	icy/ frozen/ (very) cold/ gelid	/ˈɡjat.t͡ʃo/
tracce	trace	/ˈtrat.t͡ʃa/
bottiglia	bottle	/botˈtiʎ.ʎa/
accettato	past participle of accettare
indagine	investigation/ inquiry/ probe/ enquiry	/inˈda.d͡ʒi.ne/
pensava	third-person singular imperfect indicative of pensare	/penˈsa.va/
passata	past participle of passare	/pasˈsa.to/
super	super	/ˈsu.per/
eppure	and yet/ but/ all the same/ still	/epˈpu.re/
fottuto	bloody/ fucking	/fotˈtu.to/
propria	one's/ one's own/ her (own)/ its (own)/ their (own)	/ˈprɔ.prjo/
tiro	pull/ tug/ draught/draft	/ˈti.ro/
cadere	to fall	/kaˈde.re/
ll
diversa	different/ diverse	/diˈvɛr.so/
sguardo	glance/ look (action of looking)	/ˈzɡwar.do/
perdita	loss/ waste/ deprivation	/ˈpɛr.di.ta/
milione	million	/miˈljo.ne/
camminare	to walk/ to tread/ to travel/ to wander/ to stroll/ to saunter	/kam.miˈna.re/
eccoci	compound of ecco with ci	/ˈɛk.ko.t͡ʃi/
dan	apocopic form of danno (“they give”)	/dan/
pratica	practical	/ˈpra.ti.ko/
americani	American/ United Statesian/ US-American/ Yankee	/a.me.riˈka.no/
primi	first	/ˈpri.mo/
villaggio	village/ hamlet	/vilˈlad.d͡ʒo/
scuse	plural of scusa	/ˈsku.ze/
fantasma	ghost/ spectre	/fanˈtaz.ma/
trovarlo	compound of the infinitive trovare with lo
potevi	second-person singular imperfect indicative of potere
preferisco	first-person singular present indicative of preferire	/pre.feˈris.ko/
scusatemi	compound of scusate/ the second-person plural imperative form of…
ispettore	inspector/ supervisor/ surveyor/ assessor	/is.petˈto.re/
teoria	theory	/te.oˈri.a/
chiamami	compound of chiama/ the second-person singular imperative form of…
dovere	to owe	/doˈve.re/
camion	lorry (British)/ truck (US)	/ˈka.mjon/
parco	frugal/ moderate/ temperate/ sparing	/ˈpar.ko/
palazzo	a royal palace	/paˈlat.t͡so/
privato	private/ personal	/priˈva.to/
dovreste	second-person plural conditional of dovere
troia	sow (female pig)	/ˈtrɔ.ja/
chiede	third-person singular present indicative of chiedere	/ˈkjɛ.de/
volessi	first/second-person singular imperfect subjunctive of volere
purtroppo	unfortunately/ regretfully/ regrettably	/ˌpurˈtrɔp.po/
eccola	compound of ecco with la	/ˈɛk.ko.la/
preoccupata	past participle of preoccupare	/pre.ok.kuˈpa.to/
area	area/ surface	/ˈa.re.a/
aspettavo	first-person singular imperfect indicative of aspettare	/as.petˈta.vo/
prenderti	compound of the infinitive prendere with ti
accusa	accusation	/akˈku.za/
crederci	compound of the infinitive credere with ci	/ˈkre.der.t͡ʃi/
martin	only used in martin pescatore	/marˈtin/
stelle	star	/ˈstel.la/
direttamente	directly	/di.ret.taˈmen.te/
ie
aiuta	inflection of aiutare:
esserlo	compound of the infinitive essere with lo
voler	apocopic form of volere	/voˈler/
cento	hundred/ one hundred	/ˈt͡ʃɛn.to/
fidanzata	past participle of fidanzare	/fi.danˈt͡sa.to/
andarmene	compound of the infinitive andare with me (the conjunctive variant…	/anˈdar.me.ne/
seriamente	seriously	/se.rjaˈmen.te/
pista	track/ trail/ scent/ clue	/ˈpis.ta/
terza	third	/ˈtɛr.t͡so/
desiderio	wish/ desire/ longing	/de.ziˈdɛ.rjo/
preoccupi	inflection of preoccupare:
mentendo	gerund of mentire
ubriaco	drunk (intoxicated)	/u.briˈa.ko/
angelo	angel	/ˈan.d͡ʒe.lo/
tradurre	to translate	/traˈdur.re/
luci	light (visible electromagnetic wave/ electrical device providing…	/ˈlu.t͡ʃe/
popolo	people	/ˈpɔ.po.lo/
case	plural of casa	/ˈka.ze/
grace
dita	finger (on a hand)	/ˈdi.to/
vince	third-person singular present indicative of vincere
infermiera	female nurse	/in.ferˈmjɛ.ra/
altezza	height/ altitude/ tallness	/alˈtet.t͡sa/
seduta	sitting/ seated	/seˈdu.ta/
minaccia	threat/ menace	/miˈnat.t͡ʃa/
età	age (number of years in someone's life)	/eˈta/
controlla	inflection of controllare:
nazionale	home/ national/ domestic	/nat.t͡sjoˈna.le/
genio	genius	/ˈd͡ʒɛ.njo/
caduto	past participle of cadere	/kaˈdu.to/
corri	inflection of correre:
cinema	cinema	/ˈt͡ʃi.ne.ma/
t	The eighteenth letter of the Italian alphabet/ called ti and…	/ˈti/
passati	past participle of passare	/pasˈsa.to/
tetto	roof	/ˈtet.to/
alcuna	some/ a few	/alˈku.no/
stella	star	/ˈstel.la/
josh
media	feminine singular of medio	/ˈmɛ.djo/
politica	political	/poˈli.ti.ko/
voci	voice	/ˈvo.t͡ʃe/
suono	sound (that is heard)	/ˈswɔ.no/
to
copertura	covering	/ko.perˈtu.ra/
conosciamo	inflection of conoscere:	/ko.noʃˈʃa.mo/
vissuto	past participle of vivere	/visˈsu.to/
piaci	inflection of piacere:	/ˈpja.t͡ʃi/
internet	internet	/ˈin.terˌnɛt/
eric
lettere	letter (symbol in an alphabet)	/ˈlet.te.ra/
occupato	occupied/ busy/ engaged	/ok.kuˈpa.to/
sposata	married/ wedded	/spoˈza.to/
cancro	Cancer	/ˈkan.kro/
numeri	number	/ˈnu.me.ro/
diamo	inflection of dare:	/ˈdja.mo/
credimi	compound of credi/ the second-person singular imperative form of…
compagno	alike/ like/ similar/ the same	/komˈpaɲ.ɲo/
merito	deserved	/ˈmɛ.ri.to/
società	society/ community	/so.t͡ʃeˈta/
spada	sword	/ˈspa.da/
vedermi	compound of the infinitive vedere with mi	/veˈder.mi/
scendere	to go (all the way) down/ come (all the way) down (the stairs)	/ˈʃen.de.re/
pazienti	patient	/patˈt͡sjɛn.te/
kim
dirgli	compound of the infinitive dire with gli	/ˈdir.ʎi/
leggi	law	/ˈled.d͡ʒe/
cambia	inflection of cambiare:	/ˈkam.bja/
facevo	first-person singular imperfect indicative of fare	/faˈt͡ʃe.vo/
pete
sentita	sincere	/senˈti.to/
diventata	feminine singular of diventato	/di.venˈta.ta/
perfettamente	perfectly	/per.fet.taˈmen.te/
ragazzina	young boy/ little boy/ kid/ (male) teenager/ teenage boy	/ra.ɡatˈt͡si.no/
bicchiere	glass (drinking vessel)/ cup/ tumbler (glass without stem)	/bikˈkjɛ.re/
autobus	bus	/ˈaw.to.bus/
dargli	compound of the infinitive dare with gli	/ˈdar.ʎi/
vuoto	empty/ vacant	/ˈvwɔ.to/
porte	past participle of porgere	/ˈpɔr.to/
animale	animal	/a.niˈma.le/
jason
azienda	firm/ company/ business/ concern/ establishment	/adˈd͡zjɛn.da/
sabato	Saturday	/ˈsa.ba.to/
pollo	chicken	/ˈpol.lo/
spiaggia	beach	/ˈspjad.d͡ʒa/
ordinato	ordered	/or.diˈna.to/
rotta	course/ route/ lane	/ˈrot.ta/
dovesse	third-person singular imperfect subjunctive of dovere
telefonata	a phone call	/te.le.foˈna.ta/
thomas
completo	complete/ entire/ full/ whole	/komˈplɛ.to/
lasciamo	inflection of lasciare:
entri	inflection of entrare:	/ˈen.tri/
liceo	a type of Italian secondary school/high school focused on the…	/liˈt͡ʃɛ.o/
rosa	rose (plant of the genus Rosa)	/ˈrɔ.za/
mezza	half	/ˈmɛd.d͡zo/
innamorato	in love/ loving/ smitten	/in.na.moˈra.to/
doccia	shower	/ˈdot.t͡ʃa/
guardato	past participle of guardare
matt
stanca	tired	/ˈstan.ko/
arrestato	past participle of arrestare	/ar.resˈta.to/
